IGSN,Sample Name,Sample Type,Material,Classification,Field Name,Description,Age Min,Age Max,Age Unit,collection Method,Collection Method Descr,Size,Size Unit,Geological Age,Geological Unit,Comment,Purpose,Release Date,Latitude,Latitude End,Longitude,Longitude End,Elevation,Elevation End,Elevation Unit,Depth Min,Depth Max,Depth Scale,Nav Type Name,Physiographic Feature,Name of Physiographic Feature,Biome,Location Description,Locality,Locality Description,Country,State/Province,City,Field Program/Cruise,Platform Type,Platform Name,Platform Description,Launch Type Name,Launch Platform Name,Launch Id,Collector/Chief Scientist,Collector/Chief Scientist Detail,Collection date,collection End Date,collection Start Time,collection End Time,Collection date precision,Current Archive,Current Archive Contact,Original Archive,Original Archive Contact,Cur Registrant Name,Org Registrant Name,classification Comment,Is Archived,URL
IEEXG00FB,EC1_K035_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FB
IEEXG00FC,EC1_K035_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FC
IEEXG00FD,EC1_K035_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FD
IEEXG00FE,EC1_K035_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FE
IEEXG00FF,EC1_K035_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FF
IEEXG00FG,EC1_K035_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FG
IEEXG00FH,EC1_K035_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FH
IEEXG00FI,EC1_K035_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FI
IEEXG00FJ,EC1_K035_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FJ
IEEXG00FK,EC1_K035_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FK
IEEXG00FL,EC1_K036_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0412,NA,-76.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FL
IEEXG00FM,EC1_K036_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0412,NA,-76.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FM
IEEXG00FN,EC1_K036_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0412,NA,-76.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FN
IEEXG00FO,EC1_K036_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0412,NA,-76.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FO
IEEXG00FP,EC1_K036_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0412,NA,-76.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FP
IEEXG00FQ,EC1_K036_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0412,NA,-76.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FQ
IEEXG00FR,EC1_K036_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0412,NA,-76.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FR
IEEXG00FS,EC1_K036_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0385,NA,-76.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FS
IEEXG00FT,EC1_K036_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0385,NA,-76.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FT
IEEXG00FU,EC1_K036_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0385,NA,-76.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FU
IEEXG00FV,EC1_K036_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0379,NA,-76.2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FV
IEEXG00FW,EC1_K036_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0379,NA,-76.2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FW
IEEXG00FX,EC1_K036_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0379,NA,-76.2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FX
IEEXG00FY,EC1_K036_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0381,NA,-76.2242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FY
IEEXG00FZ,EC1_K036_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0381,NA,-76.2242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FZ
IEEXG00G0,EC1_K036_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0381,NA,-76.2242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,"Calfpasture Cove, Eastern Neck National Wildlife Refuge (ENNWR)",Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G0
IEEXG00G1,EC1_K037_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G1
IEEXG00G2,EC1_K037_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G2
IEEXG00G3,EC1_K037_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G3
IEEXG00G4,EC1_K037_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G4
IEEXG00G5,EC1_K037_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G5
IEEXG00G6,EC1_K037_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G6
IEEXG00G7,EC1_K037_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G7
IEEXG00G8,EC1_K037_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G8
IEEXG00G9,EC1_K037_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00G9
IEEXG00GA,EC1_K037_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.5569,NA,-76.9731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GA
IEEXG00GB,EC1_K037_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GB
IEEXG00GC,EC1_K037_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GC
IEEXG00GD,EC1_K037_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GD
IEEXG00GE,EC1_K037_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transition zone between wetland and upland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GE
IEEXG00GF,EC1_K037_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transition zone between wetland and upland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GF
IEEXG00GG,EC1_K037_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transition zone between wetland and upland,Cumberland Marsh,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GG
IEEXG00GH,EC1_K038_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.3264,NA,-77.2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Harris Creek,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GH
IEEXG00GI,EC1_K038_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,37.3264,NA,-77.2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Harris Creek,Chesapeake Bay,United States,VA,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Scott Neubauer,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00GI
